#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;
obj_become_emperor_title;Become Emperor;Devenir Empereur;Kaiser werden;;Become Emperor;;;;;;;;;x;;
obj_become_exalted_1_desc;[This.GetTitledFirstName] wants [This.GetHerHis] name to live forever in the annals of history.;[This.GetTitledFirstName] veut que son nom figure à jamais dans les annales de l'Histoire.;[This.GetTitledFirstName] will, dass [This.GetHerHis] Name für immer in die Annalen der Geschichte eingeht.;;[This.GetTitledFirstName] quiere que [This.GetHerHis] nombre viva para siempre en los anales de la historia.;;;;;;;;;x;;
obj_become_exalted_1_title;Become Exalted among Men;Devenir un exalté parmi les hommes;Vorbild für die Menschheit werden;;Ser glorificado entre los hombres;;;;;;;;;x;;
obj_become_exalted_2_desc;[This.GetTitledFirstName] wants [This.GetHerHis] name to live forever in the annals of history.;[This.GetTitledFirstName] veut que son nom figure à jamais dans les annales de l'Histoire.;[This.GetTitledFirstName] will, dass [This.GetHerHis] Name für immer in die Annalen der Geschichte eingeht.;;[This.GetTitledFirstName] quiere que [This.GetHerHis] nombre viva para siempre en los anales de la historia.;;;;;;;;;x;;
obj_become_exalted_2_title;Become Exalted among Men;Devenir un exalté parmi les hommes;Vorbild für die Menschheit werden;;Ser glorificado entre los hombres;;;;;;;;;x;;
obj_become_exalted_3_desc;[This.GetTitledFirstName] wants [This.GetHerHis] name to live forever in the annals of history.;[This.GetTitledFirstName] veut que son nom figure à jamais dans les annales de l'Histoire.;[This.GetTitledFirstName] will, dass [This.GetHerHis] Name für immer in die Annalen der Geschichte eingeht.;;[This.GetTitledFirstName] quiere que [This.GetHerHis] nombre viva para siempre en los anales de la historia.;;;;;;;;;x;;
obj_become_exalted_3_title;Become Exalted among Men;Devenir un exalté parmi les hommes;Vorbild für die Menschheit werden;;Ser glorificado entre los hombres;;;;;;;;;x;;
obj_become_exalted_4_desc;[This.GetTitledFirstName] wants [This.GetHerHis] name to live forever in the annals of history.;[This.GetTitledFirstName] veut que son nom figure à jamais dans les annales de l'Histoire.;[This.GetTitledFirstName] will, dass [This.GetHerHis] Name für immer in die Annalen der Geschichte eingeht.;;[This.GetTitledFirstName] quiere que [This.GetHerHis] nombre viva para siempre en los anales de la historia.;;;;;;;;;x;;
obj_become_exalted_4_title;Become Exalted among Men;Devenir un exalté parmi les hommes;Vorbild für die Menschheit werden;;Ser glorificado entre los hombres;;;;;;;;;x;;
obj_become_independent_desc;[This.GetTitledFirstName] desires independence from [This.GetHerHis] tyrannical liege.;[This.GetTitledFirstName] ne veut plus se soumettre à [This.GetHerHis] suzerain(e) tyrannique.;[This.GetTitledFirstName] verlangt unabhängigkeit von der Tyrannei [This.GetHerHis] .;;[This.GetTitledFirstName] desires independence from [This.GetHerHis] tyrannical liege.;;;;;;;;;x;;
obj_become_independent_title;Become Independent;Devenir indépendant;Werdet unabhängig;;Become Independent;;;;;;;;;x;;
obj_become_king_desc;[This.GetTitledFirstName] desires a King's crown.;[This.GetTitledFirstName] désire une couronne royale.;[This.GetTitledFirstName] verdient die Krone;;[This.GetTitledFirstName] desires a King's crown.;;;;;;;;;x;;
obj_become_king_title;Become King;Devenir Roi;König werden;;Become King;;;;;;;;;x;;
obj_become_multiduke_desc;[This.GetTitledFirstName] seeks to become a powerful Grand Duke with a second ducal title;[This.GetTitledFirstName] seeks to become a powerful Grand Duke with a second ducal title;[This.GetTitledFirstName] seeks to become a powerful Grand Duke with a second ducal title;;[This.GetTitledFirstName] seeks to become a powerful Grand Duke with a second ducal title;;;;;;;;;x;;
obj_become_multiduke_title;Become a Grand Duke;Become a Grand Duke;Become a Grand Duke;;Become a Grand Duke;;;;;;;;;x;;
obj_become_regent_desc;With [This.GetHerHis] liege currently not able to rule, [This.GetTitledFirstName] wants to govern the realm.;With [This.GetHerHis] liege currently not able to rule, [This.GetTitledFirstName] wants to govern the realm.;With [This.GetHerHis] liege currently not able to rule, [This.GetTitledFirstName] wants to govern the realm.;;With [This.GetHerHis] liege currently not able to rule, [This.GetTitledFirstName] wants to govern the realm.;;;;;;;;;x;;
obj_become_regent_title;Become Regent;Become Regent;Become Regent;;Become Regent;;;;;;;;;x;;
obj_befriend_liege_desc;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.Liege.GetTitledFirstName].;[This.GetTitledFirstName] veut montrer sa loyauté et sa dévotion envers [This.TopLiege.GetTitledFirstName].;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.Liege.GetTitledFirstName].;;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.Liege.GetTitledFirstName].;;;;;;;x;;;;
obj_befriend_liege_title;Befriend [This.Liege.GetTitledFirstName];Etre ami avec [This.Liege.GetTitledFirstName];Freundschaft mit [This.Liege.GetTitledFirstName];;Befriend [This.Liege.GetTitledFirstName];;;;;;;x;;;;
obj_befriend_relhead_desc;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.RelHead.GetTitledFirstName].;[This.GetTitledFirstName] veut montrer sa loyauté et sa dévotion envers [This.TopLiege.GetTitledFirstName].;[This.GetTitledFirstName] möchte [This.GetHerHis] Loyalität und Hingabe an [This.RelHead.GetTitledFirstName] zeigen.;;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.RelHead.GetTitledFirstName].;;;;;;;x;;;;
obj_befriend_relhead_title;Befriend [This.RelHead.GetTitledFirstName];Etre ami avec [This.RelHead.GetTitledFirstName];Freundschaft mit [This.RelHead.GetTitledFirstName];;Befriend [This.RelHead.GetTitledFirstName];;;;;;;x;;;;
obj_befriend_top_liege_desc;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.TopLiege.GetTitledFirstName].;[This.GetTitledFirstName] veut montrer sa loyauté et sa dévotion envers [This.TopLiege.GetTitledFirstName].;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.TopLiege.GetTitledFirstName].;;[This.GetTitledFirstName] wants to show [This.GetHerHis] loyalty and devotion to [This.TopLiege.GetTitledFirstName].;;;;;;;x;;;;
obj_befriend_top_liege_title;Befriend [This.TopLiege.GetTitledFirstName];Etre ami avec [This.TopLiege.GetTitledFirstName];Freundschaft mit [This.TopLiege.GetTitledFirstName];;Befriend [This.TopLiege.GetTitledFirstName];;;;;;;x;;;;
obj_break_out_of_prison_desc;[This.GetTitledFirstName] wants [This.GetHerHis] freedom back.;[This.GetTitledFirstName] veut recouvrer sa liberté.;[This.GetTitledFirstName] will die Freiheit von [This.GetHerHis] zurück.;;[This.GetTitledFirstName] wants [This.GetHerHis] freedom back.;;;;;;;;x;;;
obj_break_out_of_prison_title;Get Out of Prison;Sortir de prison;Brecht aus dem Kerker aus!;;Get Out of Prison;;;;;;;;;x;;
obj_change_nick_desc;[This.GetTitledFirstName] doesn't like [This.GetHerHis] nickname and wants to change it, even at the cost of some fame.;[This.GetTitledFirstName] doesn't like [This.GetHerHis] nickname and wants to change it, even at the cost of some fame.;[This.GetTitledFirstName] doesn't like [This.GetHerHis] nickname and wants to change it, even at the cost of some fame.;;[This.GetTitledFirstName] doesn't like [This.GetHerHis] nickname and wants to change it, even at the cost of some fame.;;;;;;;;;x;;
obj_change_nick_title;Change Nickname;Change Nickname;Change Nickname;;Change Nickname;;;;;;;;;x;;
obj_church_career_desc;[This.GetTitledFirstName] wants to become a priest.;[This.GetTitledFirstName] wants to become a priest.;[This.GetTitledFirstName] wants to become a priest.;;[This.GetTitledFirstName] wants to become a priest.;;;;;;;;;x;;
obj_church_career_title;Pursue Church Career;Pursue Church Career;Pursue Church Career;;Pursue Church Career;;;;;;;;;x;;
obj_civilize_province_desc;[This.GetTitledFirstName] wants to convert a province in his realm to his culture.;[This.GetTitledFirstName] wants to convert a province in his realm to his culture.;[This.GetTitledFirstName] wants to convert a province in his realm to his culture.;;[This.GetTitledFirstName] wants to convert a province in his realm to his culture.;;;;;;;;;x;;
obj_civilize_province_title;Change a Province's Culture;Change a Province's Culture;Change a Province's Culture;;Change a Province's Culture;;;;;;;;;x;;
obj_convert_a_province_desc;[This.GetTitledFirstName] wants to bring the true faith to the heathens of the realm.;[This.GetTitledFirstName] veut apporter la vrai foi aux païens et mécréants du Royaume.;[This.GetTitledFirstName] will den wahren Glauben ins Reich bringen.;;[This.GetTitledFirstName] wants to bring the true faith to the heathens of the realm.;;;;;;;;;x;;
obj_convert_a_province_title;Convert a Province;Convertir une Province;Konvertieren Sie eine Provinz;;Convert a Province;;;;;;;;;x;;
obj_fifteen_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;[This.GetTitledFirstName] veut une grande famille et de nombreux enfants pour perpétuer sa lignée.;[This.GetTitledFirstName]will eine große Familie und viele Kinder um das Vermächtnis der [This.GetHerHis]fortzusetzen.;;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;;;;;;;;x;;
obj_fifteen_children_title;Have Fifteen Children;Avoir quinze enfants;Bekommt fünfzehn Kinder;;Have Fifteen Children;;;;;;;;;x;;
obj_find_lover_desc;[This.GetTitledFirstName] desires romance and passion.;[This.GetTitledFirstName] veut de la romance et de la passion.;[This.GetTitledFirstName] wünscht sich die Romantik und die Leidenschaft einer Liebelei.;;[This.GetTitledFirstName] desires romance and passion.;;;;;;;;;x;;
obj_find_lover_title;Fall in Love;Tomber amoureux;Legt Euch einen Liebhaber zu;;Fall in Love;;;;;;;;;x;;
obj_five_children_desc;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;[This.GetTitledFirstName] veut une grande famille et de nombreux enfants pour perpétuer sa lignée.;[This.GetTitledFirstName]will eine große Familie und viele Kinder um das Vermächtnis der [This.GetHerHis]fortzusetzen.;;[This.GetTitledFirstName] wants a large family and many children to carry on [This.GetHerHis] legacy.;;;;;;;;;x;;
obj_five_children_title;Have Five Children;Avoir cinq enfants;Bekommt fünf Kinder;;Have Five Children;;;;;;;;;x;;
obj_gain_estates_1_desc;[This.GetTitledFirstName] wants a landed estate to provide for [This.GetHerHim]self and [This.GetHerHis] family.;[This.GetTitledFirstName] veut un domaine terrien pour subvenir à ses besoins et à ceux de sa famille.;[This.GetTitledFirstName] möchte einen Anwesen für [This.GetHerHim] selbst und [This.GetHerHis] Familie.;;[This.GetTitledFirstName] wants a landed estate to provide for [This.GetHerHim]self and [This.GetHerHis] family.;;;;;;;;;x;;
obj_gain_estates_1_title;Gain Estates;Gagner des domaines;Erhalte Anwesen;;Gain Estates;;;;;;;;;x;;
obj_gain_estates_2_desc;[This.GetTitledFirstName] is not happy with the size of [This.GetHerHis] estates.;[This.GetTitledFirstName] n'est pas content de la taille de ses domaines;[This.GetTitledFirstName] ist nicht zufrieden mit der Größe [This.GetHerHis] Anwesen.;;[This.GetTitledFirstName] is not happy with the size of [This.GetHerHis] estates.;;;;;;;;;x;;
obj_gain_estates_2_title;Increase Size of Estates;Agrandir la taille des domaines;Anwesen Vergrössern;;Increase Size of Estates;;;;;;;;;x;;
obj_gain_estates_3_desc;[This.GetTitledFirstName] is not happy with the size of [This.GetHerHis] estates.;[This.GetTitledFirstName] n'est pas content de la taille de ses domaines;[This.GetTitledFirstName] ist nicht zufrieden mit der Größe [This.GetHerHis] Anwesen.;;[This.GetTitledFirstName] is not happy with the size of [This.GetHerHis] estates.;;;;;;;;;x;;
obj_gain_estates_3_title;Increase Size of Estates;Agrandir la taille des domaines;Anwesen Vergrössern;;Increase Size of Estates;;;;;;;;;x;;
obj_gain_estates_4_desc;[This.GetTitledFirstName] is not happy with the size of [This.GetHerHis] estates.;[This.GetTitledFirstName] n'est pas content de la taille de ses domaines;[This.GetTitledFirstName] ist nicht zufrieden mit der Größe [This.GetHerHis] Anwesen.;;[This.GetTitledFirstName] is not happy with the size of [This.GetHerHis] estates.;;;;;;;;;x;;
obj_gain_estates_4_title;Increase Size of Estates;Agrandir la taille des domaines;Anwesen Vergrössern;;Increase Size of Estates;;;;;;;;;x;;
obj_gain_estates_5_desc;[This.GetTitledFirstName] is not happy with the size of [This.GetHerHis] estates.;[This.GetTitledFirstName] n'est pas content de la taille de ses domaines;[This.GetTitledFirstName] ist nicht zufrieden mit der Größe [This.GetHerHis] Anwesen.;;[This.GetTitledFirstName] is not happy with the size of [This.GetHerHis] estates.;;;;;;;;;x;;
obj_gain_estates_5_title;Increase Size of Estates;Agrandir la taille des domaines;Anwesen Vergrössern;;Increase Size of Estates;;;;;;;;;x;;
obj_gain_honorary_title_desc;[This.GetTitledFirstName] wants recognition for [This.GetHerHis] loyal service by being appointed to an honorary office.;[This.GetTitledFirstName] veut être reconnu pour ses loyaux services en recevant un titre honorifique.;[This.GetTitledFirstName] möchte ansehen für seinen treuen Dienst an [This.GetHerHis].;;[This.GetTitledFirstName] wants recognition for [This.GetHerHis] loyal service by being appointed to an honorary office.;;;;;;;;;x;;
obj_gain_honorary_title_title;Gain Honorary Title;Recevoir un Titre Honorifique;Gewinnen Sie Ehrentitel;;Gain Honorary Title;;;;;;;;;x;;
obj_get_nick_desc;[This.GetTitledFirstName] wants to be famous for something throughout the realm.;Earn a Nickname;Earn a Nickname;;Earn a Nickname;;;;;;;;;x;;
obj_get_nick_title;Earn a Nickname;Earn a Nickname;Earn a Nickname;;Earn a Nickname;;;;;;;;;x;;
obj_go_crusade_desc;[This.GetTitledFirstName] wants to join the Crusade against the infidels.;[This.GetTitledFirstName] veut rejoindre la Croisade contre les Infidèles.;[This.GetTitledFirstName] will sich dem Kreuzzug gegen die Ungläubigen anschließen.;;[This.GetTitledFirstName] wants to join the Crusade against the infidels.;;;;;;;;;x;;
obj_go_crusade_title;Take the Cross;Prendre la Croix;Nehmt das Kreuz;;Take the Cross;;;;;;;;;x;;
obj_go_jihad_desc;[This.GetTitledFirstName] wants to join the Jihad against the infidels.;[This.GetTitledFirstName] veut rejoindre le Djihad contre les Infidèles.;[This.GetTitledFirstName] will sich dem Jihad gegen die Ungläubigen anschließen.;;[This.GetTitledFirstName] wants to join the Jihad against the infidels.;;;;;;;;;x;;
obj_go_jihad_title;Join the Jihad;Rejoindre le Djihad;Am Jihad teilnehmen;;Join the Jihad;;;;;;;;;x;;
obj_great_council_desc;[This.GetTitledFirstName] wants to unite the greatest minds in the known world, and have them serve on [This.GetHerHis] council.;[This.GetTitledFirstName] wants to unite the greatest minds in the known world, and have them serve on [This.GetHerHis] council.;[This.GetTitledFirstName] wants to unite the greatest minds in the known world, and have them serve on [This.GetHerHis] council.;;[This.GetTitledFirstName] wants to unite the greatest minds in the known world, and have them serve on [This.GetHerHis] council.;;;;;;;;;x;;
obj_great_council_title;Assemble a Great Council;Assemble a Great Council;Assemble a Great Council;;Assemble a Great Council;;;;;;;;;x;;
obj_increase_demesne_1_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;
obj_increase_demesne_1_title;Increase Size of Demesne;Agrandir la taille du Domaine;Ländereien vergrößern;;Increase Size of Demesne;;;;;;;;;x;;
obj_increase_demesne_2_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;
obj_increase_demesne_2_title;Increase Size of Demesne;Agrandir la taille du Domaine;Ländereien vergrößern;;Increase Size of Demesne;;;;;;;;;x;;
obj_increase_demesne_3_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;
obj_increase_demesne_3_title;Increase Size of Demesne;Agrandir la taille du Domaine;Ländereien vergrößern;;Increase Size of Demesne;;;;;;;;;x;;
obj_increase_demesne_4_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;
obj_increase_demesne_4_title;Increase Size of Demesne;Agrandir la taille du Domaine;Ländereien vergrößern;;Increase Size of Demesne;;;;;;;;;x;;
obj_increase_demesne_5_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;
obj_increase_demesne_5_title;Increase Size of Demesne;Agrandir la taille du Domaine;Ländereien vergrößern;;Increase Size of Demesne;;;;;;;;;x;;
obj_increase_demesne_6_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;
obj_increase_demesne_6_title;Increase Size of Demesne;Agrandir la taille du Domaine;Ländereien vergrößern;;Increase Size of Demesne;;;;;;;;;x;;
obj_increase_demesne_7_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;
obj_increase_demesne_7_title;Increase Size of Demesne;Agrandir la taille du Domaine;Ländereien vergrößern;;Increase Size of Demesne;;;;;;;;;x;;
obj_increase_demesne_8_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;
obj_increase_demesne_8_title;Increase Size of Demesne;Agrandir la taille du Domaine;Ländereien vergrößern;;Increase Size of Demesne;;;;;;;;;x;;
obj_increase_demesne_9_desc;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;[This.GetTitledFirstName]n'est pas satisfait de la taille de ses terres.;[This.GetTitledFirstName] ist nicht mit der größe der Länderreien von [This.GetHerHis] zufrieden.;;[This.GetTitledFirstName] is not satisfied with the size of [This.GetHerHis] lands.;;;;;;;;;x;;
obj_increase_demesne_9_title;Increase Size of Demesne;Agrandir la taille du Domaine;Ländereien vergrößern;;Increase Size of Demesne;;;;;;;;;x;;
obj_increase_demesne_desc;[This.GetTitledFirstName] wants to increase the size of [This.GetHerHis] demesne;[This.GetTitledFirstName] wants to increase the size of [This.GetHerHis] demesne;[This.GetTitledFirstName] wants to increase the size of [This.GetHerHis] demesne;;[This.GetTitledFirstName] wants to increase the size of [This.GetHerHis] demesne;;;;;;;;;x;;
obj_increase_demesne_title;Increase Demesne;Increase Demesne;Increase Demesne;;Increase Demesne;;;;;;;;;x;;
obj_known_for_virtue_desc;[This.GetTitledFirstName] seeks to become known for [This.GetHerHis] virtues.;[This.GetTitledFirstName] seeks to become known for [This.GetHerHis] virtues.;[This.GetTitledFirstName] seeks to become known for [This.GetHerHis] virtues.;;[This.GetTitledFirstName] seeks to become known for [This.GetHerHis] virtues.;;;;;;;;;x;;
obj_known_for_virtue_title;Become Known for Virtue;Become Known for Virtue;Become Known for Virtue;;Become Known for Virtue;;;;;;;;;x;;
obj_lead_troops_desc;[This.GetTitledFirstName] wants to prove his worth on the battlefield.;[This.GetTitledFirstName] wants to prove his worth on the battlefield.;[This.GetTitledFirstName] wants to prove his worth on the battlefield.;;[This.GetTitledFirstName] wants to prove his worth on the battlefield.;;;;;;;;;x;;
obj_lead_troops_infidel_desc;[This.GetTitledFirstName] wants to face heathens in battle.;[This.GetTitledFirstName] wants to face heathens in battle.;[This.GetTitledFirstName] wants to face heathens in battle.;;[This.GetTitledFirstName] wants to face heathens in battle.;;;;;;;;;x;;
obj_lead_troops_infidel_title;Show Bravery Against Infidels;Show Bravery Against Infidels;Show Bravery Against Infidels;;Show Bravery Against Infidels;;;;;;;;;x;;
obj_lead_troops_muslim_desc;[This.GetTitledFirstName] wants to face heathens in battle.;[This.GetTitledFirstName] wants to face heathens in battle.;[This.GetTitledFirstName] wants to face heathens in battle.;;[This.GetTitledFirstName] wants to face heathens in battle.;;;;;;;;;x;;
obj_lead_troops_muslim_title;Show Bravery Against Infidels;Show Bravery Against Infidels;Show Bravery Against Infidels;;Show Bravery Against Infidels;;;;;;;;;x;;
obj_lead_troops_title;Show Bravery in Battle;Show Bravery in Battle;Show Bravery in Battle;;Show Bravery in Battle;;;;;;;;;x;;
obj_lower_decadence50_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;x;;
obj_lower_decadence50_title;Lower Dynastic Decadence;Lower Dynastic Decadence;Lower Dynastic Decadence;;Lower Dynastic Decadence;;;;;;;;;x;;
obj_lower_decadence55_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;x;;
obj_lower_decadence55_title;Lower Dynastic Decadence;Lower Dynastic Decadence;Lower Dynastic Decadence;;Lower Dynastic Decadence;;;;;;;;;x;;
obj_lower_decadence60_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;x;;
obj_lower_decadence60_title;Lower Dynastic Decadence;Lower Dynastic Decadence;Lower Dynastic Decadence;;Lower Dynastic Decadence;;;;;;;;;x;;
obj_lower_decadence65_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;x;;
obj_lower_decadence65_title;Lower Dynastic Decadence;Lower Dynastic Decadence;Lower Dynastic Decadence;;Lower Dynastic Decadence;;;;;;;;;x;;
obj_lower_decadence70_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;x;;
obj_lower_decadence70_title;Lower Dynastic Decadence;Lower Dynastic Decadence;Lower Dynastic Decadence;;Lower Dynastic Decadence;;;;;;;;;x;;
obj_lower_decadence75_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;x;;
obj_lower_decadence75_title;Lower Dynastic Decadence;Lower Dynastic Decadence;Lower Dynastic Decadence;;Lower Dynastic Decadence;;;;;;;;;x;;
obj_lower_decadence80_desc;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;[This.GetTitledFirstName] wants to lower the decadence of [This.GetHerHis] dynasty;;;;;;;;;x;;
obj_lower_decadence80_title;Lower Dynastic Decadence;Lower Dynastic Decadence;Lower Dynastic Decadence;;Lower Dynastic Decadence;;;;;;;;;x;;
obj_make_a_friend_desc;[This.GetTitledFirstName] wishes to share a close bond with someone.;[This.GetTitledFirstName] wishes to share a close bond with someone.;[This.GetTitledFirstName] wishes to share a close bond with someone.;;[This.GetTitledFirstName] wishes to share a close bond with someone.;;;;;;;;;x;;
obj_make_a_friend_title;Make a Friend;Make a Friend;Make a Friend;;Make a Friend;;;;;;;;;x;;
obj_mentor_liege_child_desc;[This.GetTitledFirstName] wants to educate one of [This.GetHerHis] liege's children to age 16.;[This.GetTitledFirstName] wants to educate one of [This.GetHerHis] liege's children.;[This.GetTitledFirstName] wants to educate one of [This.GetHerHis] liege's children.;;[This.GetTitledFirstName] wants to educate one of [This.GetHerHis] liege's children.;;;;;;;;;x;;
obj_mentor_liege_child_title;Mentor Liege's Child to 16;Mentor Liege's Child to 16;Mentor Liege's Child to 16;;Mentor Liege's Child to 16;;;;;;;;;x;;
obj_noble_concubine_desc;[This.GetTitledFirstName] wants to make a woman of noble blood his bedwarmer;[This.GetTitledFirstName] wants to make a woman of noble blood his bedwarmer;[This.GetTitledFirstName] wants to make a woman of noble blood his bedwarmer;;[This.GetTitledFirstName] wants to make a woman of noble blood his bedwarmer;;;;;;;;;x;;
obj_noble_concubine_title;Obtain a Noble Concubine;Obtain a Noble Concubine;Obtain a Noble Concubine;;Obtain a Noble Concubine;;;;;;;;;x;;
obj_peace_10_year_desc;[This.GetTitledFirstName] desires 10 years of peace.;[This.GetTitledFirstName] desires 10 years of peace.;[This.GetTitledFirstName] desires 10 years of peace.;;[This.GetTitledFirstName] desires 10 years of peace.;;;;;;;;;x;;
obj_peace_10_year_title;Reign in Peace for 10 Years;Reign in Peace for 10 Years;Reign in Peace for 10 Years;;Reign Peace for 10 Years;;;;;;;;;x;;
obj_publicly_pious_desc;[This.GetTitledFirstName] wants to be known to all as a pious [This.GetManWoman];[This.GetTitledFirstName] wants to be known to all as a pious [This.GetManWoman];[This.GetTitledFirstName] wants to be known to all as a pious [This.GetManWoman];;[This.GetTitledFirstName] wants to be known to all as a pious [This.GetManWoman];;;;;;;;;x;;
obj_publicly_pious_title;Be Seen Publicly As Pious;Be Seen Publicly As Pious;Be Seen Publicly As Pious;;Be Seen Publicly As Pious;;;;;;;;;x;;
obj_raise_worthy_son_desc;[This.GetTitledFirstName] seeks to raise a son worthy to rule [This.GetHerHis] realm;[This.GetTitledFirstName] seeks to raise a son worthy to rule [This.GetHerHis] realm;[This.GetTitledFirstName] seeks to raise a son worthy to rule [This.GetHerHis] realm;;[This.GetTitledFirstName] seeks to raise a son worthy to rule [This.GetHerHis] realm;;;;;;;;;x;;
